Lp.;NrPociągu;Pojazd 1;Unnamed: 3;Pojazd 2;Unnamed: 5;Stacja;Przyjazd;Odjazd;Łącznie;Unnamed: 10;Liczba osób;Drzwi pojazd 1;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43
;;Nazwa;Błąd bramek;Nazwa;Błąd bramek;;;;In;Out;;Drzwi: 1;;Drzwi: 2;;Drzwi: 3;;Drzwi: 4;;Drzwi: 5;;Drzwi: 6;;Drzwi: 7;;Drzwi: 8;;Drzwi: 9;;Drzwi: 10;;Drzwi: 11;;Drzwi: 12;;Drzwi: 13;;Drzwi: 14;;Drzwi: 15;;Drzwi: 16;
;;;;;;;;;;;;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out;In;Out
17; ;EN57AL-1736;---;---;---;Chynów;1.07.2026 09:20;1.07.2026 09:21;5;3;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;2;0;0;0;4;---;---;---;---;---;---;---;---
18; ;EN57AL-1736;---;---;---;Sułkowice;1.07.2026 09:23;1.07.2026 09:24;10;0;33;0;0;2;0;0;0;2;0;0;0;6;0;0;0;2;0;0;0;8;0;0;0;0;0;---;---;---;---;---;---;---;---
19; ;EN57AL-1736;---;---;---;Czachówek Południowy;1.07.2026 09:27;1.07.2026 09:28;6;0;39;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;8;0;---;---;---;---;---;---;---;---
20; ;EN57AL-1736;---;---;---;Czachówek Górny;1.07.2026 09:29;1.07.2026 09:30;3;0;42;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
21; ;EN57AL-1736;---;---;---;Ustanówek;1.07.2026 09:32;1.07.2026 09:33;5;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;0;---;---;---;---;---;---;---;---
22; ;EN57AL-1736;---;---;---;Zalesie Górne;1.07.2026 09:36;1.07.2026 09:36;19;0;66;0;0;2;0;0;0;8;0;0;0;10;0;0;0;6;0;0;0;10;0;0;0;258;0;---;---;---;---;---;---;---;---
23; ;EN57AL-1736;---;---;---;Piaseczno;1.07.2026 09:40;1.07.2026 09:40;1021;24;1063;0;0;256;4;0;0;510;4;0;0;510;6;0;0;6;12;0;0;762;14;0;0;510;8;---;---;---;---;---;---;---;---
24; ;EN57AL-1736;---;---;---;Nowa Iwiczna;1.07.2026 09:43;1.07.2026 09:44;8;2;1069;0;0;4;0;0;0;0;2;0;0;4;0;0;0;2;0;0;0;0;0;0;0;6;2;---;---;---;---;---;---;---;---
25; ;EN57AL-1736;---;---;---;Warszawa Jeziorki;1.07.2026 09:46;1.07.2026 09:47;4;1;1072;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;---;---;---;---;---;---;---;---
26; ;EN57AL-1736;---;---;---;Warszawa Dawidy;1.07.2026 09:48;1.07.2026 09:49;4;1;1075;0;0;2;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
27; ;EN57AL-1736;---;---;---;Warszawa Okęcie;1.07.2026 09:52;1.07.2026 09:53;1;2;1074;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;---;---;---;---;---;---;---;---
28; ;EN57AL-1736;---;---;---;Warszawa Służewiec;1.07.2026 09:54;1.07.2026 09:55;2;20;1056;0;0;0;0;0;10;0;0;0;0;0;0;0;8;0;0;4;14;0;0;0;8;0;0;---;---;---;---;---;---;---;---
29; ;EN57AL-1736;---;---;---;Warszawa Żwirki i Wigury;1.07.2026 09:57;1.07.2026 09:57;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
30; ;EN57AL-1736;---;---;---;Warszawa Rakowiec;1.07.2026 09:59;1.07.2026 09:59;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
31; ;EN57AL-1736;---;---;---;Warszawa Aleje Jerozolimskie;1.07.2026 10:02;1.07.2026 10:02;1;251;806;0;0;0;0;2;758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
32; ;EN57AL-1736;---;---;---;Warszawa Zachodnia;1.07.2026 10:06;1.07.2026 10:07;5;11;800;0;0;0;0;0;2;0;0;0;4;0;0;4;6;0;0;2;10;0;0;4;0;0;0;---;---;---;---;---;---;---;---
33; ;EN57AL-1736;---;---;---;Warszawa Wola;1.07.2026 10:08;1.07.2026 10:08;0;3;797;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;---;---;---;---;---;---;---;---
34; ;EN57AL-1736;---;---;---;Warszawa Młynów;1.07.2026 10:10;1.07.2026 10:10;2;8;791;0;0;0;0;0;0;0;4;0;0;2;6;0;0;0;4;0;0;0;0;0;0;2;2;---;---;---;---;---;---;---;---
35; ;EN57AL-1736;---;---;---;Warszawa Koło;1.07.2026 10:11;1.07.2026 10:12;3;7;787;0;0;0;0;0;0;0;2;0;0;0;4;0;0;2;6;0;0;2;0;0;0;2;2;---;---;---;---;---;---;---;---
36; ;EN57AL-1736;---;---;---;Warszawa Powązki;1.07.2026 10:13;1.07.2026 10:14;1;9;779;0;0;0;2;0;0;0;2;0;0;0;4;0;0;0;2;0;0;0;6;0;0;2;2;---;---;---;---;---;---;---;---
37; ;EN57AL-1736;---;---;---;Warszawa Gdańska;1.07.2026 10:16;--;0;25;--;0;0;0;0;0;10;0;0;0;10;0;0;0;5;0;0;0;0;0;0;0;0;0;0;---;---;---;---;---;---;---;---
Suma:;;;;;;;;;1145;391;;0;0;276;8;6;780;530;18;0;14;544;24;8;25;34;26;14;28;812;34;4;11;830;46;---;---;---;---;---;---;---;---
1;29359;EN57AL-1632;---;---;---;Dęblin;--;1.07.2026 08:27;0;0;0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
